timestamp,stator_u,stator_v,stator_w,speed
1512086400000,51.59878772460541,54.152082941267224,50.85440511703492,10062.486782965716
1512087300000,51.58139946970413,54.15208299954733,50.858611477745896,10062.623458448945
1512088200000,51.56675535762121,54.147916237513215,50.84977806939019,10061.890669110184
1512089100000,51.594998868306476,54.17697444227007,50.891986086748645,10069.210825950002
1512090000000,51.573844189114034,54.125802636146545,50.89264547989947,10064.81226014814
1512090900000,51.50448803371853,54.11134132632503,50.842259463557504,10065.877785260418
1512091800000,51.59419818250543,54.17532463250338,50.9000015258789,10068.614333970649
1512092700000,51.640149159976104,54.15819028218587,50.90972294277615,10062.8683255527
1512093600000,51.660907793600785,54.145559040705365,50.85314859107689,10063.583735018992
1512094500000,51.64514005565528,54.16336075994703,50.89779681806211,10064.886251126083
1512095400000,51.64111507775712,54.1550313949585,50.879889339870886,10062.928215035905
1512096300000,51.648507079960396,54.15332148388179,50.91155618455675,10062.816419921595
1512097200000,51.578186523071444,54.178950268280495,50.914000612894704,10064.571195672776
1512098100000,51.551236740266425,54.15502882394178,50.863333765665686,10064.286131393226
1512099000000,51.5633979373508,54.150277402665886,50.87222270965576,10064.683861290041
1512099900000,51.607538969722796,54.14935145554719,50.894861608081385,10063.705331754505
1512100800000,51.65039468930091,54.15413076721365,50.924139504962504,10061.055761863518
1512101700000,51.655333073933924,54.161238874125694,50.927111774020716,10062.3942808246
1512102600000,51.56546594323052,54.15064777798123,50.905556148952904,10064.359053147457
1512103500000,51.554810380723744,54.165184858110216,50.865397283766015,10063.634847607154
1512104400000,51.568610466851126,54.15441317263944,50.87071469624837,10064.803810919859
1512105300000,51.59345616941097,54.15123421468853,50.87291712231106,10064.209732113392
1512106200000,51.61209826292815,54.17018482066967,50.930417325761574,10063.352931161313
1512107100000,51.6064809375339,54.15093981098924,50.93611176808675,10060.797075294102
1512108000000,51.64462924533421,54.1615594790532,50.921349834260475,10060.548912867836
1512108900000,51.64999961853027,54.166195387080094,50.91531801072378,10061.47519726037
1512109800000,51.64999961853027,54.186489280295255,50.94547689528692,10063.476464340489
1512110700000,51.64597778734954,54.23851852416992,50.940049266142395,10061.942256731569
1512111600000,51.64993533468402,54.19863173166911,50.89840748787832,10062.936829354448
1512112500000,51.65355794369961,54.21061734316642,50.95051357562726,10062.130698227344
1512113400000,51.65497186978658,54.25447106379134,50.94972298940022,10062.113417328092
1512114300000,51.710952207777225,54.250909077037456,50.95157481299506,10061.98195106045
1512115200000,51.69508609034589,54.259327512596094,50.99484961562686,10059.334194592122
1512116100000,51.71271937365693,54.271228191308815,51.02135384082794,10060.21248792794
1512117000000,51.71888881259494,54.25,51.008672707169154,10061.256407718352
1512117900000,51.74124170939128,54.268765480135706,50.992716160526975,10062.081657588064
1512118800000,51.70880932580857,54.259679060100034,50.97555592854818,10059.84210199453
1512119700000,51.69130142333015,54.254425946694845,51.00027777353922,10062.92807995742
1512120600000,51.74159742175409,54.274629748309096,51.003425873650436,10065.217584777054
1512121500000,51.747571277063045,54.31374305664035,51.009444300333655,10064.634048011858
1512122400000,51.75349788901247,54.25653501571685,51.014073859320746,10064.76550178957
1512123300000,51.7488889058431,54.34362990767868,51.050443674723304,10062.502859816466
1512124200000,51.76101854112414,54.354148624561454,51.03483280181885,10060.7710281206
1512125100000,51.7867594189114,54.34777817196317,51.05175134707721,10063.650144158191
1512126000000,51.75500002966986,54.35777818891737,51.04906887376411,10063.33745635529
1512126900000,51.78660507908574,54.35555593702528,51.049455263879565,10063.128450588743
1512127800000,51.752006205806026,54.35000038146973,51.04999923706055,10061.888857616526
1512128700000,51.77090284294553,54.345833704206676,51.051233786123774,10063.402086808816
1512129600000,51.78157416184743,54.34750036663479,51.07536605552391,10063.336573271408
1512130500000,51.804467842313976,54.35095278422038,51.07173141903348,10063.93944466672
1512131400000,51.8447551845725,54.43243846845145,51.13148101524071,10062.029062233072
1512132300000,51.851078837525606,54.451166149197206,51.106048831233274,10063.86657889
1512133200000,51.8530560069614,54.43582989065056,51.12795481770127,10066.521141533434
1512134100000,51.85194482803346,54.45989377437493,51.20284686353472,10065.890520223253
1512135000000,51.84902813699511,54.43694515228272,51.151666280958395,10064.060611541363
1512135900000,51.85279994122466,54.43166734907362,51.15069405767653,10063.632463155627
1512136800000,51.84950621811271,54.43396896483407,51.16097190115187,10062.643440309785
1512137700000,51.83112080715321,54.37768655538138,51.133650334676105,10061.781000425673
1512138600000,51.84742757126137,54.389901766364964,51.130237664116756,10062.63891486969
1512139500000,51.85095278422038,54.40676413261653,51.14888850318061,10061.770424686158
1512140400000,51.86027820375231,54.402792595322644,51.16277741326226,10064.975285166764
1512141300000,51.849055915408655,54.437917423248294,51.20999984741211,10064.100914241131
1512142200000,51.860574358480946,54.44309415431938,51.1711107465956,10063.825351369336
1512143100000,51.84953740791038,54.446768404257405,51.177272313050544,10066.032280528612
1512144000000,51.84708364804587,54.43425996568468,51.193220881152776,10062.513256268026
1512144900000,51.8614091820187,54.442477581236105,51.169172155121224,10065.249815251547
1512145800000,51.849147229724466,54.44456092516582,51.18422183990479,10065.910678272952
1512146700000,51.865417104297215,54.45037112765842,51.19555511474609,10064.855500918638
1512147600000,51.86000039842394,54.446667416890456,51.182189008301386,10066.326611920498
1512148500000,51.86244485643175,54.41555618709989,51.191421159731796,10063.541114184842
1512149400000,51.85065424258893,54.38470875511959,51.14205499225193,10064.846094039338
1512150300000,51.853013228555014,54.459053210640214,51.192943933275004,10065.468559978892
1512151200000,51.8770560476515,54.45068451318985,51.225277603997135,10066.773310691291
1512152100000,51.86025966361717,54.445758339853,51.203888702392575,10066.188352747684
1512153000000,51.853647061426756,54.3723910713838,51.17506912814246,10065.009729064217
1512153900000,51.84587479194353,54.358963337651005,51.1545968527264,10062.393638024296
1512154800000,51.84838041399158,54.351222589280866,51.10311057620578,10063.48319068278
1512155700000,51.844126302906254,54.35101892330029,51.09416610929701,10065.306251562775
1512156600000,51.85982516773961,54.35461321519279,51.095277203453904,10068.572175741905
1512157500000,51.84963000262225,54.43022650323732,51.144582891464225,10068.988735062809
1512158400000,51.84614652570332,54.34608759350247,51.12041618029278,10066.4914409999
1512159300000,51.854891298009065,54.38881007300483,51.12711065080431,10066.899112121497
1512160200000,51.849333699544275,54.41439297826666,51.150262208418425,10068.093872096666
1512161100000,51.85791703330146,54.45290999050029,51.20984809567229,10067.204081792559
1512162000000,51.854861503177226,54.4486118528578,51.20611055162218,10064.539087601
1512162900000,51.85379670107806,54.45000076293945,51.19687972598606,10066.355674626662
1512163800000,51.861018940254496,54.443334070841466,51.24367510477702,10065.941870909775
1512164700000,51.857685594205506,54.450463718838165,51.18333282470703,10065.559238491667
